xloc,yloc,q,t0,c,m
3.931573e+00,4.408681e+00,6.215171e-01,1.401726e+01,1.665550e+00,4.557589e-01
3.882078e+00,4.100938e+00,2.868812e-01,1.397194e+01,1.831172e+00,5.660758e-01
5.467592e+00,2.937435e+00,3.619357e-01,1.802577e+01,2.382297e+00,4.575360e-01
4.816695e+00,4.064228e+00,2.776112e-01,1.317532e+01,1.030520e+00,5.402307e-01
3.550622e+00,2.735048e+00,-3.691303e-01,1.199157e+01,5.891756e-01,6.542755e-01
3.733470e+00,4.224272e+00,3.492844e-01,1.575358e+01,1.522130e+00,5.135257e-01
5.155300e+00,4.059909e+00,4.904828e-01,6.786902e+00,7.499161e-01,6.814798e-01
4.055613e+00,3.659407e+00,4.699800e-01,1.087250e+01,6.936198e-01,5.133137e-01
4.504172e+00,4.043943e+00,5.756302e-01,1.323637e+01,1.976759e+00,4.946029e-01
4.544796e+00,3.918288e+00,6.278812e-01,9.518776e+00,6.804255e-01,5.171457e-01
4.568964e+00,4.551126e+00,7.158101e-01,1.280222e+01,1.546349e+00,5.260947e-01
4.123720e+00,4.397899e+00,8.033362e-01,9.049324e+00,1.854342e+00,3.763457e-01
4.506345e+00,4.450584e+00,4.430613e-01,1.192526e+01,2.154356e+00,4.638305e-01
4.634062e+00,3.804589e+00,7.340116e-01,1.319695e+01,8.868597e-01,4.888935e-01
4.052645e+00,4.281843e+00,3.874405e-01,1.185670e+01,1.392686e+00,4.577237e-01
3.794849e+00,4.330518e+00,3.186473e-01,1.430441e+01,1.044078e+00,4.665239e-01
4.273624e+00,4.478949e+00,4.756896e-01,1.375036e+01,2.115135e+00,5.055475e-01
3.573979e+00,4.000367e+00,2.129371e-01,1.182252e+01,1.748230e+00,4.575711e-01
4.357600e+00,4.080398e+00,5.674250e-01,1.275170e+01,1.341385e+00,4.720120e-01
5.025996e+00,3.194706e+00,8.697548e-01,1.055066e+01,2.418624e+00,4.837969e-01
4.523504e+00,4.310883e+00,5.220775e-01,1.027127e+01,2.304513e+00,5.562370e-01
4.193604e+00,3.915230e+00,4.643583e-01,1.419017e+01,1.876579e+00,5.242679e-01
4.657147e+00,5.449953e+00,7.853168e-01,1.046734e+01,9.406475e-01,5.530694e-01
4.339914e+00,4.377984e+00,9.394658e-01,1.318513e+01,6.182122e-01,6.418487e-01
4.491161e+00,4.283762e+00,4.723401e-01,1.145816e+01,2.238712e+00,4.543374e-01
4.159483e+00,3.921822e+00,3.648806e-01,1.415585e+01,1.610558e+00,4.746652e-01
4.156516e+00,4.082831e+00,1.240324e-01,1.340267e+01,1.956580e+00,4.726697e-01
4.271632e+00,4.099647e+00,2.910521e-01,1.170852e+01,2.023493e+00,5.316551e-01
4.726737e+00,4.529266e+00,5.057726e-01,7.590181e+00,2.062717e+00,5.125103e-01
3.288348e+00,6.219622e+00,6.417749e-01,1.959222e+01,1.712556e+00,4.370249e-01
4.116601e+00,4.065706e+00,4.919439e-01,1.177022e+01,1.452170e+00,5.549270e-01
4.728254e+00,3.887661e+00,4.062744e-01,1.101964e+01,1.181357e+00,3.990544e-01
4.124386e+00,4.552342e+00,6.411050e-01,1.219990e+01,2.184153e+00,4.489545e-01
4.124270e+00,4.406008e+00,5.767508e-01,1.341097e+01,2.348103e+00,5.083068e-01
3.895264e+00,4.175623e+00,4.486234e-01,1.385768e+01,1.350222e+00,4.866140e-01
4.251800e+00,4.133055e+00,4.905833e-01,1.367111e+01,2.483682e+00,5.081645e-01
