xloc,yloc,q,t0,c,m
4.688236e+00,2.152849e+00,5.920607e-01,1.173685e+01,6.936198e-01,1.644567e+00
4.192013e+00,1.651005e+00,6.115348e-01,1.220609e+01,1.976759e+00,1.130885e+00
4.459099e+00,2.193201e+00,1.815015e-01,1.580786e+01,6.804255e-01,1.517979e+00
3.598190e+00,2.926056e+00,-3.470281e-02,1.516534e+01,1.546349e+00,2.198554e+00
4.709235e+00,2.535195e+00,3.855039e-01,1.063569e+01,1.854342e+00,5.257493e-01
4.575624e+00,3.012351e+00,3.265131e-01,1.074147e+01,2.154356e+00,2.290416e+00
3.831489e+00,2.422326e+00,-2.027627e-02,1.317195e+01,8.868597e-01,1.824766e+00
4.691246e+00,2.310753e+00,-3.371852e-01,1.330846e+01,1.392686e+00,2.468271e+00
4.977805e+00,2.337703e+00,7.600018e-01,1.154102e+01,1.044078e+00,1.706593e+00
4.453692e+00,3.106086e+00,-1.181573e-01,1.327970e+01,2.115135e+00,1.792480e+00
4.699201e+00,1.264439e+00,-3.635112e-01,1.358034e+01,1.748230e+00,1.598674e+00
4.415395e+00,2.458601e+00,-4.433190e-02,1.458081e+01,1.341385e+00,2.221002e+00
5.079186e+00,1.617435e+00,3.449704e-01,1.210032e+01,2.418624e+00,8.670251e-01
4.157511e+00,2.603355e+00,-1.257965e-01,1.270601e+01,2.304513e+00,2.334738e+00
4.337258e+00,2.190431e+00,2.574419e-01,1.197679e+01,1.876579e+00,2.136560e+00
5.024519e+00,3.480938e+00,2.408925e-01,9.185669e+00,9.406475e-01,7.604174e-01
4.519289e+00,2.545084e+00,9.394658e-01,1.375752e+01,6.182122e-01,1.352389e+00
5.238253e+00,2.311523e+00,6.919611e-02,1.389251e+01,2.238712e+00,2.047814e+00
4.144977e+00,2.348058e+00,-1.002631e-01,1.547550e+01,1.610558e+00,1.902232e+00
4.178227e+00,2.696118e+00,3.570767e-02,1.224030e+01,1.956580e+00,1.034294e+00
4.167017e+00,1.922846e+00,2.808609e-02,1.161061e+01,2.023493e+00,1.755110e+00
5.781040e+00,4.050271e+00,-3.757091e-01,3.127244e+00,2.062717e+00,9.594362e-01
3.184303e+00,4.749945e+00,1.939794e-02,1.986266e+01,1.712556e+00,9.743000e-01
4.498646e+00,1.938453e+00,-7.772574e-02,1.399360e+01,1.452170e+00,2.162846e+00
4.713682e+00,2.353527e+00,-2.713044e-01,1.068253e+01,1.181357e+00,2.495584e+00
4.276046e+00,2.747674e+00,1.146381e-01,1.260662e+01,2.184153e+00,2.003521e+00
4.309455e+00,2.682877e+00,1.055192e-01,1.282754e+01,2.348103e+00,2.096858e+00
4.618389e+00,3.198495e+00,2.187682e-01,1.446522e+01,1.350222e+00,2.075982e+00
3.828366e+00,2.514012e+00,-7.248465e-02,1.106565e+01,2.483682e+00,1.236707e+00
