xloc,yloc,q,t0,c,m
2.788637e+00,6.428686e+00,-3.479015e-01,1.127885e+01,2.154356e+00,5.535912e-01
2.764882e+00,5.966731e+00,-3.456393e-01,1.135279e+01,8.868597e-01,5.759654e-01
2.896974e+00,5.890499e+00,-4.810667e-01,1.026189e+01,1.392686e+00,5.499826e-01
3.078584e+00,5.881855e+00,-4.140626e-01,1.114261e+01,1.044078e+00,5.386791e-01
2.684534e+00,6.664447e+00,-3.857689e-01,1.064603e+01,2.115135e+00,5.529374e-01
2.651616e+00,6.246373e+00,-3.145124e-01,1.086577e+01,1.748230e+00,5.578910e-01
2.733887e+00,6.321155e+00,-3.215437e-01,1.053217e+01,1.341385e+00,5.535750e-01
2.692069e+00,6.156031e+00,-3.603110e-01,1.117061e+01,2.418624e+00,5.398774e-01
3.085044e+00,6.042051e+00,-3.003730e-01,1.079490e+01,2.304513e+00,5.223180e-01
2.790402e+00,6.306285e+00,-4.257040e-01,1.075336e+01,1.876579e+00,5.651150e-01
3.119884e+00,7.112931e+00,-2.551254e-01,1.185691e+01,9.406475e-01,5.891167e-01
2.764594e+00,6.141585e+00,-1.303610e-01,1.238489e+01,6.182122e-01,6.276037e-01
2.603015e+00,6.546520e+00,-3.352057e-01,1.153601e+01,2.238712e+00,5.585562e-01
2.242842e+00,6.503808e+00,-5.195438e-01,1.063436e+01,1.610558e+00,5.557337e-01
2.644090e+00,6.713480e+00,-3.976045e-01,1.120359e+01,1.956580e+00,5.349877e-01
2.789871e+00,6.439686e+00,-3.773904e-01,1.072715e+01,2.023493e+00,5.425379e-01
2.713807e+00,6.228822e+00,-3.464745e-01,1.077248e+01,2.062717e+00,5.262851e-01
2.541036e+00,7.276500e+00,-2.878461e-01,1.107735e+01,1.712556e+00,5.451598e-01
2.551033e+00,6.854074e+00,-4.374518e-01,1.110157e+01,1.452170e+00,5.580212e-01
2.838688e+00,6.402488e+00,-3.197941e-01,1.008846e+01,1.181357e+00,5.188836e-01
2.814368e+00,6.226029e+00,-3.659500e-01,1.088353e+01,2.184153e+00,5.485927e-01
2.973882e+00,6.704543e+00,-3.426901e-01,1.079983e+01,2.348103e+00,5.631921e-01
2.632877e+00,6.245069e+00,-3.074409e-01,1.084972e+01,1.350222e+00,5.526864e-01
2.847439e+00,6.537758e+00,-3.365820e-01,1.050210e+01,2.483682e+00,5.618275e-01
