xloc,yloc,q,t0,c,m
8.677272e-01,5.915027e+00,1.254698e-01,1.563091e+01,1.610558e+00,6.385589e-01
1.828573e+00,5.994260e+00,4.461314e-01,1.582517e+01,1.956580e+00,6.086200e-01
1.524245e+00,5.549484e+00,1.498866e-01,1.515228e+01,2.023493e+00,6.154796e-01
2.033366e+00,5.375676e+00,3.676916e-01,1.546821e+01,2.062717e+00,6.250500e-01
1.050270e+00,6.932119e+00,5.234149e-01,1.711588e+01,1.712556e+00,6.371114e-01
1.914217e+00,5.582986e+00,4.774626e-01,1.480569e+01,1.452170e+00,6.741347e-01
1.838949e+00,5.557224e+00,2.878498e-01,1.405589e+01,1.181357e+00,5.939683e-01
1.691789e+00,5.345846e+00,2.843841e-01,1.591490e+01,2.184153e+00,6.249314e-01
1.462977e+00,5.948243e+00,3.643792e-01,1.504012e+01,2.348103e+00,6.688642e-01
1.629858e+00,5.202567e+00,4.315115e-01,1.561710e+01,1.350222e+00,6.249467e-01
1.557195e+00,5.829167e+00,2.931908e-01,1.580869e+01,2.483682e+00,6.407177e-01
